ShortName;ISIN;ClosingPrice;CouponRate;IssuerNameShort;ValorSymbol;ValorNumber;YieldToWorst;DurationToWorst;SubscriptionPaymentDueDate;RemainingTermOfMaturity;MaturityDate;AmountInIssue;ProductLineDesc;TradingBaseCurrency;ClosingPerformance;ClosingDelta;BidVolume;BidPrice;AskPrice;AskVolume;MidSpread;PreviousClosingPrice;LatestTradeDate;LatestTradeTime;OpeningPrice;DailyHighPrice;DailyLowPrice;OnMarketVolume;OffBookVolume;TotalTurnover;TotalTurnoverCHF;GeographicalAreaDesc;IndustrySectorDesc;SecTypeDesc;BondListedFlag;BondDutyToReportFlag;SpecialFlagDesc
0.20 WKB 16-24;CH0311427618;98.18;0.2;Walliser Kantonalbank;WKB16;31142761;1.878;1.27;20160219;1.3;20240819;125000000;Bonds - CHF Domestic;CHF;0;0;0;;-Market;0;;98.18;20230505;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0.20 WKB 17-26;CH0352595851;95.55;0.2;Walliser Kantonalbank;WKB17;35259585;1.95;2.719;20170202;2.75;20260202;235000000;Bonds - CHF Domestic;CHF;0.16;0.15;50000;95.5;;0;0;95.4;20230424;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0.20 WWZ  21-33;CH1131931318;81.15;0.2;WWZ AG;WWZ21;113193131;2.324;10.257;20210929;10.41;20330929;100000000;Bonds - CHF Domestic;CHF;0.25;0.2;20000;80.5;-Market;0;0;80.95;20230327;;;;;0;0;0;0;Switzerland;Utilities;Bond;1;1;
0.20 ZKB 22-25;CH1170565696;97.25;0.2;Z�rcher Kantonalbank;ZKB155;117056569;1.694;1.884;20220331;1.91;20250331;250000000;Bonds - CHF Domestic;CHF;0;0;50000;97.25;-Market;0;0;97.25;20230503;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0.20 ZKB 22-30;CH1148728111;88.85;0.2;Z�rcher Kantonalbank;ZKB153;114872811;1.945;7.159;20220131;7.25;20300731;350000000;Bonds - CHF Domestic;CHF;0.57;0.5;0;;-Market;0;;88.35;20230502;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0.203 AMPGF 20-24;CH0525158421;96.48;0.203;AMP Group;AMP20;52515842;4.031;1.059;20200303;1.09;20240603;165000000;Bonds - CHF Foreign;CHF;0.33;0.32;0;;;0;;96.16;20230511;162319.427;96.48;96.48;96.48;250000;0;241200;241200;Australia;Misc. services;Bond;1;1;
0.205 FADB 19-25;CH0474977714;95.75;0.205;First Abu Dhabi Bank P.J.S.C;FGS191;47497771;2.044;2.558;20190604;2.59;20251204;150000000;Bonds - CHF Foreign;CHF;0.31;0.3;0;;-Market;0;;95.45;20230511;143129.636;95.75;95.75;95.75;200000;0;191500;191500;United Arab Emirates;Banks;Bond;1;1;
0.2075 KGC 18-23;CH0423563540;99.7;0.2075;Korea Gas Corporation;KOG18;42356354;;;20180802;;20230802;200000000;Bonds - CHF Foreign;CHF;0;0;0;;;0;;99.7;20230509;;;;;0;0;0;0;South Korea;Utilities;Bond;1;1;
0.21 AMAG 21-24;CH1139995778;97.6;0.21;AMAG AG;AMG211;113999577;2.56;1.126;20211027;1.16;20240627;125000000;Bonds - CHF Domestic;CHF;0.01;0.01;50000;97.6;;0;0;97.59;20230510;;;;;0;0;0;0;Switzerland;Transport;Bond;1;1;
0.212 CAL 21-29;CH1118460984;88.25;0.212;Credit Agricole S.A.;CAL21;111846098;2.41;6.062;20210621;6.14;20290621;150000000;Bonds - CHF Foreign;CHF;0;0;0;;-Market;0;;88.25;20230510;;;;;0;0;0;0;United Kingdom;Banks;Bond;1;1;
0.22 CREAGR 22-28;CH1160382896;91.7;0.22;Cr�dit Agricole next bank;CAN22;116038289;2.026;5.179;20220128;5.24;20280728;100000000;Bonds - CHF Domestic;CHF;0.6;0.55;0;;-Market;0;;91.15;20230511;152755.718;91.75;91.75;91.7;250000;0;229275;229275;Switzerland;Banks;Bond;1;1;
0.227 SNCFM 20-30;CH0550413345;89.45;0.227;SNCFM;SNC20;55041334;1.913;7.034;20200618;7.13;20300618;300000000;Bonds - CHF Foreign;CHF;0.9;0.8;115000;89.2;90.9;50000;1.8878;88.65;20230510;;;;;0;0;0;0;France;Transport;Bond;1;1;
0.23 LAU 20-60;CH0576005877;51.35;0.23;Lausanne, Stadt;LAU202;57600587;2.195;34.975;20201030;37.5;20601101;100000000;Bonds - CHF Domestic;CHF;0.39;0.2;0;;-Market;0;;51.15;20230331;;;;;0;0;0;0;Switzerland;Communities & Cities;Bond;1;1;
0.235 NLW 22-27;CH1174335724;96.35;0.235;Nederlandse Waterschapsbank;NLW22;117433572;1.585;3.911;20220414;3.95;20270414;100000000;Bonds - CHF Foreign;CHF;0;0;100000;94.6;-Market;0;0;96.35;20230508;;;;;0;0;0;0;Netherlands;Banks;Bond;1;1;
0.237 SYMRIS 24 /EE;DE000SYM7787;125.7;0.237;Symrise AG;EU3252;37140418;;;20170620;;20240620;400000000;Bonds - Non CHF;EUR;0;0;0;;;0;;125.7;20200320;;;;;0;0;0;0;Eurobond EUR;Chemicals, Pharma;Bond;0;0;
0.24 BDEDC 19-25;CH0479222066;95.5;0.24;Banco Del Estado De Chile;BEC19;47922206;2.524;2.062;20190606;2.1;20250606;150000000;Bonds - CHF Foreign;CHF;0.05;0.05;10000;95.2;-Market;0;0;95.45;20230504;;;;;0;0;0;0;Chile;Banks;Bond;1;1;
0.245 SCM 20-34;CH0580291968;82.1;0.245;Swisscom;SCM201;58029196;2.071;11.342;20201120;11.55;20341120;100000000;Bonds - CHF Domestic;CHF;0.8;0.65;100000;82.05;84.55;100000;3.0012;81.45;20230508;;;;;0;0;0;0;Switzerland;Electrical engineering & electronics;Bond;1;1;
0.25  20-28;CH0528881227;94.15;0.25;Province of Alberta;POA20;52888122;1.729;4.916;20200420;4.97;20280420;260000000;Bonds - CHF Foreign;CHF;0.7;0.65;0;;-Market;0;;93.5;20230511;144945.426;94.15;94.15;94.15;90000;0;84735;84735;Canada;Regions, Cantons, Provinces, etc.;Bond;1;1;
0.25 ABZ 21-31;CH1131931300;85.65;0.25;Allg. Baugenoss. Z�rich (ABZ);ALB21;113193130;2.224;8.287;20210930;8.41;20310930;120000000;Bonds - CHF Domestic;CHF;0.71;0.6;10000;83.5;-Market;0;0;85.05;20230426;;;;;0;0;0;0;Switzerland;Real-estate companies;Bond;1;1;Sustainability Bond
0.25 AKAH 15-25;CH0301549348;96.65;0.25;Akademiska Hus AB;AKA15;30154934;1.661;2.509;20151117;2.54;20251117;250000000;Bonds - CHF Foreign;CHF;0.16;0.15;100000;96.4;96.8;125000;0.4141;96.5;20230510;;;;;0;0;0;0;Sweden;Misc. services;Bond;1;1;
0.25 AKB 17-26;CH0379354225;95.25;0.25;Aargauische Kantonalbank;AGK172;37935422;1.847;3.307;20170907;3.35;20260907;250000000;Bonds - CHF Domestic;CHF;0;0;100000;94.85;;0;0;95.25;20230509;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0.25 AKB 18-25;CH0405986057;97.45;0.25;Aargauische Kantonalbank;AGK181;40598605;1.71;1.892;20180403;1.92;20250403;200000000;Bonds - CHF Domestic;CHF;0;0;150000;97.3;;0;0;97.45;20230505;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0.25 AMAG 21-23;CH0506071379;99.14;0.25;AMAG AG;AMG21;50607137;;;20210128;;20231027;230000000;Bonds - CHF Domestic;CHF;0.05;0.05;50000;97.75;;0;0;99.09;20230511;124743.494;99.14;99.14;99.14;100000;0;99140;99140;Switzerland;Transport;Bond;1;1;
0.25 ANZ 16-23;CH0310451825;99.24;0.25;ANZ New Zealand Int.;ANN16;31045182;;;20160225;;20231025;225000000;Bonds - CHF Foreign;CHF;0.02;0.02;45000;99.2;;0;0;99.22;20230502;;;;;0;0;0;0;United Kingdom;Banks;Bond;1;1;
0.25 ANZ 17-25;CH0357520433;96.15;0.25;ANZ New Zealand Int.;ANN17;35752043;1.977;2.356;20170322;2.39;20250922;200000000;Bonds - CHF Foreign;CHF;0.1;0.1;15000;95.5;;0;0;96.05;20230511;143857.261;96.15;96.15;96.15;20000;0;19230;19230;United Kingdom;Banks;Bond;1;1;
0.25 AXPO 22-25;CH1160188335;96.95;0.25;Axpo Holding AG;AXP22;116018833;2.184;1.728;20220204;1.76;20250204;200000000;Bonds - CHF Domestic;CHF;0.1;0.1;80000;96.55;-Market;0;0;96.85;20230511;153719.441;96.9;96.95;96.9;310000;0;300407.5;300407.5;Switzerland;Utilities;Bond;1;1;Sustainability-Linked Bond
0.25 BAL 20-26;CH0553331817;94.8;0.25;Baloise;BAL20;55333181;1.814;3.582;20200716;3.38;20261216;175000000;Bonds - CHF Domestic;CHF;0.21;0.2;140000;94.3;;0;0;94.6;20230510;;;;;0;0;0;0;Switzerland;Insurances;Bond;1;1;
0.25 BCI 19-25;CH0505011889;94.35;0.25;Banco de Cr�dito e Inversiones;BCR192;50501188;2.668;2.459;20191029;2.49;20251029;105000000;Bonds - CHF Foreign;CHF;0.05;0.05;0;;;0;;94.3;20230503;;;;;0;0;0;0;Chile;Banks;Bond;1;1;
0.25 BCI 19-29;CH0494734376;84.45;0.25;Banco de Cr�dito e Inversiones;BCR191;49473437;3.033;6.311;20190924;6.4;20290924;100000000;Bonds - CHF Foreign;CHF;0.36;0.3;0;;89.9;10000;;84.15;20230419;;;;;0;0;0;0;Chile;Banks;Bond;1;1;
0.25 BCV 17-25;CH0391491518;96.15;0.25;Banque Cantonale Vaudoise;BCV181;39149151;1.893;2.54;20171128;2.58;20251128;150000000;Bonds - CHF Domestic;CHF;0;0;0;;-Market;0;;96.15;20230421;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0.25 BDC 16-24;CH0346190033;96.85;0.25;Banco de Chile;BDC162;34619003;2.354;1.564;20161205;1.59;20241205;150000000;Bonds - CHF Foreign;CHF;0.05;0.05;0;;99.5;75000;;96.8;20230221;;;;;0;0;0;0;Chile;Banks;Bond;1;1;
0.25 BERHYP 20-28;CH0561923852;90.15;0.25;Berlin Hyp AG;BEH20;56192385;2.315;5.293;20200911;5.36;20280911;180000000;Bonds - CHF Foreign;CHF;0.06;0.05;0;;92.2;65000;;90.1;20230428;;;;;0;0;0;0;Germany;Banks;Bond;1;1;
0.25 BERHYP 21-29;CH1135555592;87.95;0.25;Berlin Hyp AG;BEH211;113555559;2.416;6.34;20211004;6.42;20291004;200000000;Bonds - CHF Foreign;CHF;0;0;0;;-Market;0;;87.95;20230502;;;;;0;0;0;0;Germany;Banks;Bond;1;1;Green Bond
0.25 BERHYP 21-31;CH0598928742;85.95;0.25;Berlin Hyp AG;BEH21;59892874;2.481;7.753;20210310;7.86;20310310;125000000;Bonds - CHF Foreign;CHF;0.7;0.6;0;;-Market;0;;85.35;20230511;145838.063;85.95;85.95;85.95;90000;0;77355;77355;Germany;Banks;Bond;1;1;Green Bond
0.25 BFCM 19-25;CH0467182421;96.25;0.25;Banque Fed du Cr�dit Mutuel;BFC191;46718242;2.113;2.156;20190410;2.19;20250710;200000000;Bonds - CHF Foreign;CHF;0.16;0.15;10000;95.9;98;100000;2.1661;96.1;20230428;;;;;0;0;0;0;France;Banks;Bond;1;1;
0.25 BFCM 19-29;CH0503144393;87.7;0.25;Banque Fed du Cr�dit Mutuel;BCM19;50314439;2.434;6.396;20191024;6.48;20291024;100000000;Bonds - CHF Foreign;CHF;0;0;0;;-Market;0;;87.7;20230502;;;;;0;0;0;0;France;Banks;Bond;1;1;
0.25 BFCM 21-29;CH1115424702;88.85;0.25;Banque Fed du Cr�dit Mutuel;BFC21;111542470;2.278;6.054;20210621;6.14;20290621;160000000;Bonds - CHF Foreign;CHF;0.34;0.3;0;;;0;;88.55;20230511;131825.732;88.75;89;88.75;275000;0;244362.5;244362.5;France;Banks;Bond;1;1;
0.25 BKB 21-36;CH0506071395;80.45;0.25;Basler Kantonalbank;BSK21;50607139;2.062;12.607;20210310;12.86;20360310;150000000;Bonds - CHF Domestic;CHF;0.81;0.65;0;;-Market;0;;79.8;20230508;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0.25 BKUBSG 20-26;CH0520042489;99.45;0.25;UBS Group AG;UBG20;52004248;;;20200129;;20260129;1500000000;Bonds - Non CHF;EUR;0;0;0;;;0;;99.45;;;;;;0;1321000;1215816.93;1187609.98;Listed Foreign Currency Bond EUR;Banks;Bond;1;1;
0.25 BKUBSG 20-28;CH0576402181;99.55;0.25;UBS Group AG;UBG208;57640218;;;20201105;;20281105;1500000000;Bonds - Non CHF;EUR;0;0;0;;;0;;99.55;;;;;;0;0;0;0;Listed Foreign Currency Bond EUR;Banks;Bond;1;1;
0.25 BKW 19-27;CH0487087295;93.85;0.25;BKW AG;BKW019;48708729;1.828;4.191;20190729;4.24;20270729;200000000;Bonds - CHF Domestic;CHF;-0.21;-0.2;5000;93.55;94.1;10000;0.5862;94.05;20230511;122223.882;95.85;95.85;93.85;215000;0;202265;202265;Switzerland;Utilities;Bond;1;1;Green Bond
0.25 BL KB 15-25;CH0279720343;97.15;0.25;Basellandschaftliche Kantonalb;BLK151;27972034;1.76;1.998;20150513;2.03;20250513;150000000;Bonds - CHF Domestic;CHF;0.1;0.1;400000;96.35;-Market;0;0;97.05;20230425;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0.25 BL KB 18-27 /Z;CH0397450724;94.65;0.25;Basellandschaftliche Kantonalb;BLK18;39745072;1.841;3.69;20180125;3.73;20270125;300000000;Bonds - CHF Domestic;CHF;0.05;0.05;0;;;0;;94.6;20230505;;;;;0;0;0;0;Switzerland;Banks;Bond;0;1;
0.25 BL KB 19-27;CH0419040784;94.3;0.25;Basellandschaftliche Kantonalb;BLK19;41904078;1.81;4.205;20190204;4.26;20270804;300000000;Bonds - CHF Domestic;CHF;0.59;0.55;0;;;0;;93.75;20230511;135151.269;94.3;94.3;94.3;100000;0;94300;94300;Switzerland;Banks;Bond;1;1;
0.25 BL KB 20-32;CH0565650832;85.65;0.25;Basellandschaftliche Kantonalb;BLK202;56565083;2.009;9.184;20200902;9.34;20320902;175000000;Bonds - CHF Domestic;CHF;0.53;0.45;15000;85.2;-Market;0;0;85.2;20230510;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0.25 BNG 25 /EE;XS1227748214;101.18;0.25;BNG Bank N.V.;EU3172;28072885;;;20150507;;20250507;1000000000;Bonds - Non CHF;EUR;0;0;0;;;0;;101.18;;;;;;0;0;0;0;Eurobond EUR;Banks;Bond;0;0;
0.25 CAHL 15-26;CH0305398247;95.5;0.25;Credit Agricole Home Loan SFH;CAB151;30539824;1.839;3.087;20151218;3.13;20260618;200000000;Bonds - CHF Foreign;CHF;0.26;0.25;50000;95.5;;0;0;95.25;20230504;;;;;0;0;0;0;France;Banks;Bond;1;1;
0.25 CAHL 17-27;CH0373945036;93.75;0.25;Credit Agricole Home Loan SFH;CAB17;37394503;1.83;4.185;20170727;4.24;20270727;200000000;Bonds - CHF Foreign;CHF;0.11;0.1;345000;92;;0;0;93.65;20230511;93544.48;93.75;93.75;93.75;125000;0;117187.5;117187.5;France;Banks;Bond;1;1;
0.25 CAHL 18-25;CH0401956880;96.4;0.25;Credit Agricole Home Loan SFH;CAB18;40195688;1.834;2.567;20180308;2.6;20251208;200000000;Bonds - CHF Foreign;CHF;0;0;25000;96.5;;0;0;96.4;20230510;;;;;0;0;0;0;France;Banks;Bond;1;1;
0.25 CAHL 19-29;CH0472691416;90.45;0.25;Credit Agricole Home Loan SFH;CAB191;47269141;1.912;6.397;20190424;6.48;20291024;125000000;Bonds - CHF Foreign;CHF;0.5;0.45;0;;;0;;90;20230303;;;;;0;0;0;0;France;Banks;Bond;1;1;
0.25 CAL 19-29;CH0498589024;88.35;0.25;Credit Agricole S.A.;CAS19;49858902;2.42;6.357;20191010;6.44;20291010;150000000;Bonds - CHF Foreign;CHF;0.63;0.55;25000;87.9;;0;0;87.8;20230511;115732.254;88.35;88.35;88.35;10000;0;8835;8835;United Kingdom;Banks;Bond;1;1;
0.25 CAL 21-31;CH0598928726;85.65;0.25;Credit Agricole S.A.;CAS21;59892872;2.536;7.753;20210310;7.86;20310310;125000000;Bonds - CHF Foreign;CHF;2.03;1.7;5000;83.5;-Market;0;0;83.95;20230511;151821.762;85.65;85.65;85.65;5000;0;4282.5;4282.5;United Kingdom;Banks;Bond;1;1;
0.25 CDM 18-25;CH0414510062;97.1;0.25;C.Dep.Consignations;CDM18;41451006;1.751;2.045;20180530;2.08;20250530;200000000;Bonds - CHF Foreign;CHF;0;0;400000;97.1;97.45;200000;0.3598;97.1;20221007;;;;;0;0;0;0;France;Banks;Bond;1;1;
0.25 CEMBRA 17-24;CH0385997090;98.17;0.25;Cembra Money Bank;CMB171;38599709;2.229;1.031;20171123;1.06;20240523;200000000;Bonds - CHF Domestic;CHF;0.02;0.02;100000;98.17;99.7;300000;1.5465;98.15;20230511;130417.009;98.17;98.17;98.17;20000;0;19634;19634;Switzerland;Banks;Bond;1;1;
0.25 CG 21-29;CH1129053802;87.15;0.25;Citigroup Inc.;CGI21;112905380;2.496;6.245;20210830;5.33;20290830;250000000;Bonds - CHF Foreign;CHF;0.06;0.05;35000;85.1;;0;0;87.1;20230511;93452.911;87.15;87.15;87.15;5000;0;4357.5;4357.5;United States;Banks;Bond;1;1;
0.25 CLIENTIS 21-28;CH1111392887;90.75;0.25;Clientis AG;CLS21;111139288;2.296;4.982;20210519;5.05;20280519;150000000;Bonds - CHF Domestic;CHF;0.44;0.4;0;;90.95;25000;;90.35;20230510;;;;;0;0;0;0;Switzerland;Misc. services;Bond;1;1;
0.25 CSCHLTD 20-28;CH0550413360;91.1;0.25;Credit Suisse (Switzerland);CRS203;55041336;2.187;5.057;20200617;5.12;20280616;400000000;Bonds - CHF Domestic;CHF;0.39;0.35;50000;90.85;93.15;50000;2.5;90.75;20230420;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0.25 DELIVE 24 /EE;DE000A254Y84;91.1;0.25;Delivery Hero SE;EU3340;52069831;;;20200123;;20240123;875000000;Bonds - Non CHF;EUR;0;0;0;;;0;;91.1;20210115;;;;;0;0;0;0;Eurobond EUR;Misc. services;Bond;0;0;
0.25 DEUT BAHN 21-31;CH1137122797;88.75;0.25;Deutsche Bahn Finance GmbH;DBF212;113712279;1.874;8.363;20211027;8.49;20311027;300000000;Bonds - CHF Foreign;CHF;1.14;1;100000;87.4;;0;0;87.75;20230511;142933.765;88.75;88.75;88.75;100000;0;88750;88750;Germany;Misc. services;Bond;1;1;
0.25 EBO 21-28;CH1135555584;89.3;0.25;Erste Bank;EBO21;113555558;2.571;5.351;20210930;5.42;20281002;200000000;Bonds - CHF Foreign;CHF;0;0;75000;88.1;;0;0;89.3;20230508;;;;;0;0;0;0;Austria;Banks;Bond;1;1;
0.25 EIDG 21-35;CH0557778310;92.1;0.25;Schweiz. Eidgenossenschaft;E229;55777831;1.077;11.911;20210623;12.14;20350623;1868130000;Bonds - CHF Domestic;CHF;1.21;1.1;8000;86.51;;0;0;91;20230511;154427.013;91.65;92.1;91.65;190000;0;174157.5;174157.5;Switzerland;Countries;Bond;1;1;
0.25 EIDG T1 21-35 /Z;CH0557778799;91.58;0.25;Schweiz. Eidgenossenschaft;E277;55777879;;;20230524;;20350623;297650000;Bonds - CHF Domestic;CHF;;;0;;;0;;;;;;;;0;0;0;0;Switzerland;Countries;Bond;0;1;
0.25 FR KB 19-29;CH0477380916;91.15;0.25;Freiburger Kantonalbank;FRK19;47738091;1.951;5.98;20190524;6.06;20290524;200000000;Bonds - CHF Domestic;CHF;0;0;30000;90;;0;0;91.15;20230509;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0.25 FRSNS 19/23;XS2084510069;100.77;0.25;Fresenius;EUR092;51247779;;;20191129;;20231129;650000000;Bonds - Non CHF;EUR;0;0;0;;;0;;100.77;20200108;;;;;0;0;0;0;Eurobond EUR;Misc. Industrials;Bond;0;0;
0.25 FRTR 24 /EE;FR0011427848;109.33;0.25;French Republic;EU3074;20734497;;;20130226;;20240725;11839000000;Bonds - Non CHF;EUR;0;0;0;;;0;;109.33;;;;;;0;0;0;0;Eurobond EUR;Countries;Bond;0;0;
0.25 GLARNERK 21-35;CH1101096514;81.7;0.25;Glarner Kantonalbank;GKB21;110109651;2.14;11.734;20210413;11.95;20350413;150000000;Bonds - CHF Domestic;CHF;1.55;1.25;0;;;0;;80.45;20230511;163206.985;81.7;81.7;81.7;50000;0;40850;40850;Switzerland;Banks;Bond;1;1;
0.25 GR KB 16-28;CH0312512640;93.25;0.25;Graub�ndner Kantonalbank;GRK16;31251264;1.878;4.804;20160310;4.86;20280310;200000000;Bonds - CHF Domestic;CHF;0.48;0.45;50000;92.75;;0;0;92.8;20230511;95937.035;93.25;93.25;93.25;10000;0;9325;9325;Switzerland;Banks;Bond;1;1;
0.25 HOLHEL 21-27;CH1101561525;95.05;0.25;Holcim Helvetia Finance Ltd;LAH21;110156152;1.752;3.837;20210318;3.63;20270318;300000000;Bonds - CHF Domestic;CHF;0;0;100000;94.65;+Market;10000;0;95.05;20230510;;;;;0;0;0;0;Switzerland;Building contractors & materials;Bond;1;1;
0.25 INVESH 21-25;CH0589030979;96.7;0.25;Investis Holding;IRE21;58903097;2.364;1.756;20210215;1.79;20250214;115000000;Bonds - CHF Domestic;CHF;0.1;0.1;45000;96.4;-Market;0;0;96.6;20230511;165036.527;96.7;96.7;96.7;50000;0;48350;48350;Switzerland;Real-estate companies;Bond;1;1;
0.25 KBLU 20-40;CH0565630610;73.75;0.25;Luzerner Kantonalbank AG;LUK202;56563061;2.145;16.831;20200828;17.32;20400828;200000000;Bonds - CHF Domestic;CHF;0.34;0.25;0;;;0;;73.5;20230130;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0.25 KBLU 22-30;CH0522158986;89.95;0.25;Luzerner Kantonalbank AG;LUK22;52215898;1.935;6.647;20220124;6.73;20300124;225000000;Bonds - CHF Domestic;CHF;0.5;0.45;25000;88.5;-Market;0;0;89.5;20230406;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0.25 KBNW 16-26;CH0319403769;95.5;0.25;Nidwaldner Kantonalbank;NKB16;31940376;1.834;3.029;20160527;3.07;20260527;100000000;Bonds - CHF Domestic;CHF;0.1;0.1;250000;95.4;96.15;100000;0.7831;95.4;20230331;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0.25 KIWIBANK 18-23;CH0407809794;99.29;0.25;Kiwibank;KIW17;40780979;;;20180418;;20231018;150000000;Bonds - CHF Foreign;CHF;0.02;0.02;0;;;0;;99.27;20230414;;;;;0;0;0;0;New Zealand;Banks;Bond;1;1;
0.25 KOREACORP 17-24;CH0365501508;98.12;0.25;Korea Expressway Corporation;KEC17;36550150;2.06;1.07;20170607;1.1;20240607;230000000;Bonds - CHF Foreign;CHF;0.09;0.09;0;;;0;;98.03;20230510;;;;;0;0;0;0;South Korea;Building contractors & materials;Bond;1;1;
0.25 KSPITALZH 16-28;CH0326213912;91.7;0.25;Universit�ts-Kinder Eleonoren;KSZ16;32621391;2.101;5.174;20160728;5.24;20280728;200000000;Bonds - CHF Domestic;CHF;0.11;0.1;10000;91.7;;0;0;91.6;20230508;;;;;0;0;0;0;Switzerland;Chemicals, Pharma;Bond;1;1;
0.25 KT AG 15-29;CH0305954569;91.9;0.25;Aargau, Kanton;AG151;30595456;1.63;6.528;20151211;6.61;20291211;200000000;Bonds - CHF Domestic;CHF;0.49;0.45;0;;-Market;0;;91.45;20230504;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;
0.25 KT BL 15-24;CH0282857868;98.9;0.25;Basel-Landschaft, Kanton;BL153;28285786;1.585;1.117;20150624;1.15;20240624;175000000;Bonds - CHF Domestic;CHF;0;0;50000;98.3;-Market;0;0;98.9;20230509;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;
0.25 KT GE 17-27;CH0387879031;95.35;0.25;Genf, Kanton;GE175;38787903;1.617;4.524;20171129;4.58;20271129;420000000;Bonds - CHF Domestic;CHF;0;0;0;;-Market;0;;95.35;20230509;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;Green Bond
0.25 KT GE 20-28;CH0528881201;94.25;0.25;Genf, Kanton;GE20;52888120;1.556;4.735;20200415;4.79;20280215;300000000;Bonds - CHF Domestic;CHF;0.16;0.15;100000;94.05;;0;0;94.1;20230505;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;
0.25 KT GE 20-40;CH0547243243;77.8;0.25;Genf, Kanton;GE204;54724324;1.837;16.644;20200615;17.12;20400615;275000000;Bonds - CHF Domestic;CHF;0.58;0.45;0;;;0;;77.35;20230405;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;
0.25 KT TI 18-28;CH0409606347;94.4;0.25;Tessin, Kanton;TI18;40960634;1.638;4.966;20180508;5.02;20280508;100000000;Bonds - CHF Domestic;CHF;0;0;0;;-Market;0;;94.4;20221223;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;
0.25 KT ZH 19-39;CH0484360380;80.2;0.25;Z�rich, Kanton;ZH19;48436038;1.732;15.777;20190712;16.2;20390712;300000000;Bonds - CHF Domestic;CHF;0.69;0.55;0;;;0;;79.65;20230411;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;
0.25 KTGR 15-27;CH0303196148;95.7;0.25;Graub�nden, Kanton;KGR15;30319614;1.441;4.516;20151126;4.57;20271126;250000000;Bonds - CHF Domestic;CHF;0;0;15000;93.9;-Market;0;0;95.7;20230509;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;
0.25 LINDT 20-32;CH0564642087;85.7;0.25;Lindt & Spr�ngli;LIS201;56464208;2.024;9.278;20201008;9.43;20321006;250000000;Bonds - CHF Domestic;CHF;0.88;0.75;25000;84.5;-Market;0;0;84.95;20230511;151508.59;85.7;85.7;85.7;40000;0;34280;34280;Switzerland;Food, luxury goods;Bond;1;1;
0.25 MANIT 19-29;CH0460054452;92.35;0.25;Manitoba;POM19;46005445;1.728;5.805;20190315;5.87;20290315;250000000;Bonds - CHF Foreign;CHF;0.71;0.65;100000;91.95;93.4;50000;1.5646;91.7;20230510;;;;;0;0;0;0;Canada;Regions, Cantons, Provinces, etc.;Bond;1;1;
0.25 MERBEN 23 /EE;DE000A2R9ZT1;99.71;0.25;Mercedes-Benz International;EU3329;50890158;;;20191106;;20231106;1750000000;Bonds - Non CHF;EUR;0;0;0;;;0;;99.71;;;;;;0;0;0;0;Eurobond EUR;Banks;Bond;0;0;
0.25 MHB 19-29;CH0460872341;91.35;0.25;M�nchener Hypo;MHP192;46087234;1.925;5.752;20190226;5.82;20290226;110000000;Bonds - CHF Foreign;CHF;0.44;0.4;0;;;0;;90.95;20230510;;;;;0;0;0;0;Germany;Banks;Bond;1;1;
0.25 MHB 19-30;CH0471297991;89.4;0.25;M�nchener Hypo;MHP195;47129799;1.972;6.941;20190510;7.03;20300510;205000000;Bonds - CHF Foreign;CHF;0.62;0.55;0;;;0;;88.85;20230420;;;;;0;0;0;0;Germany;Banks;Bond;1;1;
0.25 MHB 20-28;CH0561923837;90.15;0.25;M�nchener Hypo;MUN201;56192383;2.383;5.313;20200918;5.38;20280918;305000000;Bonds - CHF Foreign;CHF;0;0;0;;;0;;90.15;20230510;;;;;0;0;0;0;Germany;Banks;Bond;1;1;Green Bond
