ShortName,ISIN,Preis,CouponRate,Emittent,ValorSymbol,ValorNumber,Yield,DurationToWorst,SubscriptionPaymentDueDate,Restlaufzeit,Fälligkeit,Emissionsvolumen,ProductLineDesc,Währung,ClosingPerformance,ClosingDelta,BidVolume,BidPrice,Preis (Brief),Volumen (Brief),MidSpread,PreviousClosingPrice,LatestTradeDate,LatestTradeTime,OpeningPrice,DailyHighPrice,DailyLowPrice,OnMarketVolume,OffBookVolume,TotalTurnover,TotalTurnoverCHF,Land,Industrie,SecTypeDesc,BondListedFlag,BondDutyToReportFlag,SpecialFlagDesc,Schuldner,Mdy,Unnamed: 2,Rating_x,ESG,RTG_SP,INV,BB_COMPOSITE,Blend,Rating_y,ESG_MSCI,Rating,Domicil,LastCoupon,AccruedInterest,Dirty Price
0.30 KT GE 19-39,CH0505011939,79.25,0.3,"Genf, Kanton",GE194,50501193,1.875,15.965,20191128,16.49,28.11.2039,200.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,78.2,79.6,50.0,1.7744,79.25,20230526.0,,,,,0,0,0.0,0.0,Switzerland,"Regions, Cantons, Provinces, etc.",Bond,1,1,Green Bond,"Genf, Kanton",,,AA-,Ja,,,,,,,AA-,Domestic,2022-11-28,0.16999999999999998,79.42
0.30 KT NE 19-39,CH0419041303,79.75,0.3,"Neuenburg, Kanton",NE19,41904130,1.922,15.605,20190719,16.13,19.07.2039,125.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,78.1,-Market,0.0,0.0,79.75,20220927.0,,,,,0,0,0.0,0.0,Switzerland,"Regions, Cantons, Provinces, etc.",Bond,1,1,,"Neuenburg, Kanton",,,A+,Ja,,,,,,,A+,Domestic,2022-07-19,0.27999999999999997,80.03
0.30 LANDESBK 20-30,CH0536893255,85.4,0.3,Liechtensteinische Landesbank,LLB20,53689325,2.61,7.168,20200924,7.31,24.09.2030,150.0,Bonds - CHF Foreign,CHF,0.0,0.0,50000,84.95,85.5,100.0,0.6454,85.4,20230619.0,,,,,0,0,0.0,0.0,Liechtenstein,Banks,Bond,1,1,,,,,,,,,,,,,,Foreign,2022-09-24,0.22416666666666665,85.62416666666667
0.30 LINDT 17-27,CH0379268698,93.45,0.3,Lindt & Sprüngli,LIS17,37926869,1.941,4.263,20171006,4.35,06.10.2027,250.0,Bonds - CHF Domestic,CHF,0.11,0.1,50000,93.35,93.45,50.0,0.1071,93.35,20230620.0,104842.119,93.45,93.45,93.45,50000,0,46725.0,46725.0,Switzerland,"Food, luxury goods",Bond,1,1,,Lindt & Sprüngli,,,A+,Ja,,,,,,,A+,Domestic,2022-10-06,0.21416666666666667,93.66416666666667
0.30 MHB 17-24,CH0384125040,96.9,0.3,Münchener Hypo,MUN17,38412504,2.57,1.497,20171013,1.55,20.12.2024,160.0,Bonds - CHF Foreign,CHF,0.0,0.0,1000000,96.75,96.89,200.0,0.1446,96.9,20230619.0,,,,,0,0,0.0,0.0,Germany,Banks,Bond,1,1,,,,,,,,,,,,,,Foreign,2022-12-20,0.15166666666666664,97.05166666666668
0.30 MPL 17-26,CH0347556885,94.75,0.3,Metropolitan Life Global Fund,MPL17,34755688,2.486,2.571,20170119,2.63,19.01.2026,250.0,Bonds - CHF Foreign,CHF,0.0,0.0,25000,94.7,94.8,100.0,0.1055,94.75,20230616.0,,,,,0,0,0.0,0.0,United States,Misc. services,Bond,1,1,,,,,,,,,,,AA-,,AA-,Foreign,2023-01-19,0.12666666666666665,94.87666666666667
0.30 NAB 17-25,CH0346828434,95.35,0.3,National Australia Bank,NAB17,34682843,2.37,2.352,20170131,2.41,31.10.2025,300.0,Bonds - CHF Foreign,CHF,0.0,0.0,125000,95.3,95.65,50.0,0.3666,95.35,20230616.0,,,,,0,0,0.0,0.0,Australia,Banks,Bond,1,1,,,,,,,,,,,AA-,,AA-,Foreign,2022-10-31,0.19333333333333333,95.54333333333332
0.30 NADB 18-26,CH0423233540,95.1,0.3,North American Developm. Bank,NAD18,42323354,2.139,3.076,20180724,3.15,24.07.2026,125.0,Bonds - CHF Foreign,CHF,0.0,0.0,100000,94.6,95.05,100.0,0.4746,95.1,20230525.0,,,,,0,0,0.0,0.0,United States,Banks,Bond,1,1,Green Bond,,,,,,,,,,AA+,,AA+,Foreign,2022-07-24,0.2758333333333333,95.37583333333333
0.30 PZ S481 16-31,CH0319403785,87.88,0.3,Pfandbriefzentrale,PZ481,31940378,1.981,7.871,20160607,8.01,06.06.2031,936.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,87.9,88.54,100.0,0.7255,87.88,20230615.0,,,,,0,0,0.0,0.0,Switzerland,Mortgage institutes,Swiss Pfandbriefe,1,1,,Pfandbriefzentrale,Aaa,,AAA,Nein,,,,,,,AAA,Domestic,2023-06-06,0.011666666666666667,87.89166666666667
0.30 PZ S509 19-29,CH0419040941,91.04,0.3,Pfandbriefzentrale,PZ509,41904094,1.956,5.755,20190305,5.86,09.04.2029,936.0,Bonds - CHF Domestic,CHF,-0.39,-0.36,50000,91.08,91.45,250.0,0.4054,91.4,20230620.0,93819.263,91.04,91.04,91.04,50000,0,45520.0,45520.0,Switzerland,Mortgage institutes,Swiss Pfandbriefe,1,1,,Pfandbriefzentrale,Aaa,,AAA,Nein,,,,,,,AAA,Domestic,2023-04-09,0.06,91.10000000000001
0.30 PZ S540 21-36,CH1131931409,81.15,0.3,Pfandbriefzentrale,PZ540,113193140,2.009,13.046,20211029,13.41,29.10.2036,227.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,80.45,81.45,100.0,1.2353,81.15,20230317.0,,,,,0,0,0.0,0.0,Switzerland,Mortgage institutes,Swiss Pfandbriefe,1,1,,Pfandbriefzentrale,Aaa,,AAA,Nein,,,,,,,AAA,Domestic,2022-10-29,0.195,81.345
0.30 RAI 16-25,CH0320712596,96.6,0.3,Raiffeisen,RAI16,32071259,2.351,1.836,20160422,1.89,22.04.2025,375.0,Bonds - CHF Domestic,CHF,0.26,0.25,525000,96.35,96.6,290.0,0.2591,96.35,20230620.0,94742.08,96.55,96.6,96.55,180000,0,173810.0,173810.0,Switzerland,Banks,Bond,1,1,,Raiffeisen,A3,,A,Ja,,,,,,,A,Domestic,2023-04-22,0.049166666666666664,96.64916666666666
0.30 TI KB 17-27,CH0368172877,93.45,0.3,Banca dello Stato del  Cantone,BCT17,36817287,2.248,3.967,20170615,4.04,15.06.2027,200.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,92.7,93.5,250.0,0.8593,93.45,20230613.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Banca dello Stato del  Cantone,,,A+,Ja,,,,,,,A+,Domestic,2023-06-15,0.004166666666666667,93.45416666666667
0.30 WBC 17-25,CH0387879056,95.3,0.3,Westpac Banking,WBC17,38787905,2.348,2.43,20171128,2.49,28.11.2025,250.0,Bonds - CHF Foreign,CHF,0.0,0.0,325000,95.2,95.7,100.0,0.5238,95.3,20230616.0,,,,,0,0,0.0,0.0,Australia,Banks,Bond,1,1,,,,,,,,,,,AAA,,AAA,Foreign,2022-11-28,0.16999999999999998,95.47
0.30 WKB 19-27,CH0419040735,94.0,0.3,Walliser Kantonalbank,WKB19,41904073,2.221,3.595,20190201,3.67,01.02.2027,250.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,93.45,94.05,100.0,0.64,94.0,20230614.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Walliser Kantonalbank,,,AA-,Ja,,,,,,,AA-,Domestic,2023-02-01,0.11583333333333333,94.11583333333333
0.30 WKB 22-30,CH1148266245,89.1,0.3,Walliser Kantonalbank,WKB22,114826624,2.182,6.563,20220207,6.68,07.02.2030,140.0,Bonds - CHF Domestic,CHF,0.0,0.0,25000,88.65,89.15,50.0,0.5624,89.1,20230608.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Walliser Kantonalbank,,,AA-,Ja,,,,,,,AA-,Domestic,2023-02-07,0.11083333333333334,89.21083333333333
0.30 WTHUR 15-27,CH0305765775,94.0,0.3,"Winterthur, Stadt",WIN151,30576577,1.863,4.441,20151210,4.53,10.12.2027,100.0,Bonds - CHF Domestic,CHF,0.0,0.0,50000,93.35,94.1,100.0,0.8002,94.0,20230616.0,,,,,0,0,0.0,0.0,Switzerland,Communities & Cities,Bond,1,1,,"Winterthur, Stadt",,,AA-,Ja,,,,,,,AA-,Domestic,2022-12-10,0.16,94.16
0.30 ZG KB 22-30,CH1158693296,89.65,0.3,Zuger Kantonalbank,ZG22,115869329,2.178,6.543,20220131,6.66,31.01.2030,140.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,88.65,89.75,100.0,1.2332,89.65,20230418.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Zuger Kantonalbank,,,AAA,Nein,,,,,,,AAA,Domestic,2023-01-31,0.11666666666666667,89.76666666666667
0.30 ZKB 18-28,CH0373476339,93.0,0.3,Zürcher Kantonalbank,ZKB18,37347633,2.122,4.566,20180125,4.65,25.01.2028,350.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,92.15,93.05,350.0,0.9719,93.0,20230615.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Zürcher Kantonalbank,,,AAA,Ja,,,,,,,AAA,Domestic,2023-01-25,0.12166666666666666,93.12166666666667
0.302 SCOTIA 21-31,CH1121837251,83.05,0.302,Scotiabank,BNS021,112183725,2.769,7.988,20210730,8.16,30.07.2031,260.0,Bonds - CHF Foreign,CHF,0.0,0.0,125000,82.95,83.75,100.0,0.9598,83.05,20230615.0,,,,,0,0,0.0,0.0,Canada,Banks,Bond,1,1,,,,,,,,,,,A,,A,Foreign,2022-07-30,0.2726388888888889,83.32263888888889
0.304 CAF 16-24,CH0315955903,97.81,0.304,Corporacion Andina de Fomento,CAF161,31595590,2.29,1.236,20160316,1.29,16.09.2024,125.0,Bonds - CHF Foreign,CHF,0.0,0.0,100000,97.61,97.83,250.0,0.2251,97.81,20230512.0,,,,,0,0,0.0,0.0,United States,Supranational Organisations,Bond,1,1,,,,,,,,,,,AA-,,AA-,Foreign,2022-09-16,0.23391111111111113,98.04391111111111
0.31 AIGE 19-29,CH0482172407,88.8,0.31,Aeroport Geneve,AIG19,48217240,2.422,5.949,20190627,6.07,27.06.2029,100.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,88.35,89.05,100.0,0.7892,88.8,20230616.0,,,,,0,0,0.0,0.0,Switzerland,Transport,Bond,1,1,,Aeroport Geneve,,,BBB+,Nein,,,,,,,BBB+,Domestic,2022-06-27,0.30827777777777776,89.10827777777777
0.31 BANSAN 21-28,CH1112011577,89.0,0.31,Banco Santander S.A.,BS21,111201157,2.729,4.936,20210609,5.02,09.06.2028,465.0,Bonds - CHF Foreign,CHF,-0.11,-0.1,75000,88.4,89,5.0,0.6764,89.1,20230620.0,104054.423,88.75,89.0,88.7,145000,0,128687.5,128687.5,Spain,Banks,Bond,1,1,,,,,,,,,,,A,,A,Foreign,2023-06-09,0.009472222222222222,89.00947222222223
0.3126 FR KB 22-32,CH0522158960,86.2,0.3126,Freiburger Kantonalbank,FRK22,52215896,2.155,8.493,20220201,8.67,02.02.2032,140.0,Bonds - CHF Domestic,CHF,0.0,0.0,50000,85.85,86.4,200.0,0.6386,86.2,20230614.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Freiburger Kantonalbank,,,AA+,Nein,,,,,,,AA+,Domestic,2023-02-02,0.11983,86.31983
0.314 CABEI 18-24,CH0398677713,97.95,0.314,CABEI,CBE181,39867771,2.291,1.205,20180305,1.26,05.09.2024,200.0,Bonds - CHF Foreign,CHF,0.0,0.0,100000,97.68,97.95,55.0,0.276,97.95,20230616.0,,,,,0,0,0.0,0.0,HN,Supranational Organisations,Bond,1,1,,,,,,,,,,,AA-,,AA-,Foreign,2022-09-05,0.25120000000000003,98.2012
0.315 BARCGB 21-27,CH1115424686,90.75,0.315,Barclays PLC,BAC21,111542468,2.833,3.936,20210604,3.01,04.06.2027,260.0,Bonds - CHF Foreign,CHF,0.0,0.0,200000,90.75,90.9,400.0,0.1652,90.75,20230619.0,,,,,0,0,0.0,0.0,United Kingdom,Banks,Bond,1,1,,,,,,,,,,,BBB+,,BBB+,Foreign,2023-06-04,0.014,90.764
0.315 BDC 21-27,CH1142512321,90.75,0.315,Banco de Chile,BDC21,114251232,3.197,3.519,20211104,3.59,04.01.2027,130.0,Bonds - CHF Foreign,CHF,0.0,0.0,25000,90.6,90.8,200.0,0.2205,90.75,20230613.0,,,,,0,0,0.0,0.0,Chile,Banks,Bond,1,1,,,,,,,,,,,A,,A,Foreign,2023-01-04,0.146125,90.896125
0.315 DB 21-27,CH1134691620,88.4,0.315,Deutsche Bank,DB221,113469162,3.351,4.199,20210914,3.29,14.09.2027,225.0,Bonds - CHF Foreign,CHF,0.0,0.0,1200000,88.2,88.75,200.0,0.6216,88.4,20230615.0,,,,,0,0,0.0,0.0,Germany,Banks,Bond,1,1,,,,,,,,,,,BBB,,BBB,Foreign,2022-09-14,0.244125,88.644125
0.32 BFCM 17-25,CH0355139855,96.5,0.32,Banque Fed du Crédit Mutuel,BCM17,35513985,2.559,1.636,20170210,1.69,10.02.2025,190.0,Bonds - CHF Foreign,CHF,0.0,0.0,150000,96.5,96.65,15.0,0.1553,96.5,20230619.0,,,,,0,0,0.0,0.0,France,Banks,Bond,1,1,,,,,,,,,,,A+,,A+,Foreign,2023-02-10,0.11555555555555555,96.61555555555556
0.32 EGW 16-36,CH0312512731,84.45,0.32,EGW,EGW54,31251273,1.792,12.609,20160509,12.94,09.05.2036,204.7,Bonds - CHF Domestic,CHF,0.0,0.0,100000,83.5,84.75,250.0,1.4859,84.45,20230406.0,,,,,0,0,0.0,0.0,Switzerland,Issuing agencies,Bond,1,1,,EGW,,,AAA,Ja,,,,,,,AAA,Domestic,2023-05-09,0.037333333333333336,84.48733333333334
0.32 HSBCEN 21-27,CH1145096140,90.65,0.32,HSBC Holdings PLC,HSB01,114509614,2.612,4.335,20211103,3.42,03.11.2027,300.0,Bonds - CHF Foreign,CHF,0.0,0.0,200000,90.65,90.95,400.0,0.3304,90.65,20230615.0,,,,,0,0,0.0,0.0,United Kingdom,Banks,Bond,1,1,,,,,,,,,,,A-,,A-,Foreign,2022-11-03,0.20355555555555555,90.85355555555556
0.322 FADB 18-23,CH0433761282,99.48,0.322,First Abu Dhabi Bank P.J.S.C,FGS18,43376128,,,20180927,,27.09.2023,200.0,Bonds - CHF Foreign,CHF,0.0,0.0,100000,99.49,99.54,45.0,0.0502,99.48,20230606.0,,,,,0,0,0.0,0.0,United Arab Emirates,Banks,Bond,1,1,,,,,,,,,,,AA-,,AA-,Foreign,2022-09-27,0.23792222222222223,99.71792222222223
0.325 DWNIGY 24 /EE,DE000A2BPB84,131.1,0.325,Deutsche Wohnen AG,EU3242,35834427,,,20170227,,26.07.2024,800.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,131.1,,,,,,0,0,0.0,0.0,Eurobond EUR,Real-estate companies,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-07-26,0.2970138888888889,131.3970138888889
0.325 SPS CV 18-25,CH0397642775,97.1,0.325,Swiss Prime Site,SPS18,39764277,,,20180116,,16.01.2025,300.0,Bonds - CHF Domestic,CHF,0.36,0.35,50000,96.8,97.1,100.0,0.3094,96.75,20230620.0,100631.644,97.1,97.1,97.1,55000,0,53405.0,53405.0,Switzerland,Real-estate companies,Convertible bond,1,1,,,,,,,,,,,,,,Domestic,2023-01-16,0.13993055555555556,97.23993055555555
0.33 BS 21-27,CH1112011601,89.7,0.33,BSantander,BSC21,111201160,3.162,3.97,20210622,3.81,22.06.2027,150.0,Bonds - CHF Foreign,CHF,0.0,0.0,125000,89.6,89.75,150.0,0.1673,89.7,20230525.0,,,,,0,0,0.0,0.0,Chile,Banks,Bond,1,1,,,,,,,,,,,A-,,A-,Foreign,2022-06-22,0.33275,90.03275000000001
0.332 SHOMSE 24 /EV,XS1999835470,100.71,0.332,"Stockholm, Stadt",SEK159,48001709,,,20190521,,21.05.2024,3000.0,Bonds - Non CHF,SEK,0.0,0.0,0,,,0.0,,100.71,,,,,,0,0,0.0,0.0,Eurobond SEK,Communities & Cities,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-05-21,0.027666666666666666,100.73766666666666
0.332 SOGE 21-28,CH1148266203,88.2,0.332,Societe Generale,SGP211,114826620,2.931,5.387,20211129,5.49,29.11.2028,180.0,Bonds - CHF Foreign,CHF,0.0,0.0,225000,87.15,88.5,125.0,1.5371,88.2,20230616.0,,,,,0,0,0.0,0.0,France,Banks,Bond,1,1,,,,,,,,,,,BBB,,BBB,Foreign,2022-11-29,0.1872111111111111,88.38721111111111
0.35  BCN 18-26,CH0398633369,94.7,0.35,Banque Cantonale Neuchâteloise,BCN18,39863336,2.229,3.212,20180914,3.29,14.09.2026,160.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,94.25,94.75,100.0,0.5291,94.7,20230607.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Banque Cantonale Neuchâteloise,,,A+,Nein,,,,,,,A+,Domestic,2022-09-14,0.27125,94.97125
0.35 AKAH 22-27,CH1166151964,94.5,0.35,Akademiska Hus AB,AKA22,116615196,2.023,3.739,20220324,3.81,24.03.2027,150.0,Bonds - CHF Foreign,CHF,0.0,0.0,50000,94.1,94.55,230.0,0.4771,94.5,20230619.0,,,,,0,0,0.0,0.0,Sweden,Misc. services,Bond,1,1,,,,,,,,,,,AA,,AA,Foreign,2023-03-24,0.08555555555555555,94.58555555555556
0.35 ANZ 18-24,CH0398677747,97.5,0.35,ANZ New Zealand Int.,ANN18,39867774,2.266,1.335,20180222,1.39,22.10.2024,200.0,Bonds - CHF Foreign,CHF,0.0,0.0,200000,97.44,97.69,150.0,0.2562,97.5,20230620.0,102455.861,97.5,97.5,97.5,100000,0,97500.0,97500.0,United Kingdom,Banks,Bond,1,1,,,,,,,,,,,A+,,A+,Foreign,2022-10-22,0.23430555555555552,97.73430555555555
0.35 BLACKSEA 21-27,CH1148266237,88.45,0.35,Black Sea Trade & Delv. Bank,BST21,114826623,5.593,3.713,20211215,3.79,15.03.2027,150.0,Bonds - CHF Foreign,CHF,0.0,0.0,5000,82.75,88.55,100.0,6.7717,88.45,20230614.0,,,,,0,0,0.0,0.0,Greece,Banks,Bond,1,1,,,,,,,,,,,BBB+,,BBB+,Foreign,2023-03-15,0.09430555555555555,88.54430555555555
0.35 BS 16-25,CH0346461772,96.65,0.35,BSantander,BSC161,34646177,2.814,1.941,20161130,2.0,30.05.2025,125.0,Bonds - CHF Foreign,CHF,0.0,0.0,125000,95.45,-Market,0.0,0.0,96.65,20230315.0,,,,,0,0,0.0,0.0,Chile,Banks,Bond,1,1,,,,,,,,,,,A-,,A-,Foreign,2023-05-30,0.020416666666666666,96.67041666666667
0.35 EGW 20-40,CH0485261603,81.05,0.35,EGW,EGW63,48526160,1.842,16.307,20200427,16.91,27.04.2040,176.8,Bonds - CHF Domestic,CHF,0.0,0.0,100000,78.9,81.4,100.0,3.1192,81.05,20211207.0,,,,,0,0,0.0,0.0,Switzerland,Issuing agencies,Bond,1,1,,EGW,,,AAA,Ja,,,,,,,AAA,Domestic,2023-04-27,0.0525,81.10249999999999
0.35 GLENCRF 19-25,CH0494734350,95.75,0.35,Glencore Finance Ltd,GFE19,49473435,2.455,2.211,20190910,2.11,10.09.2025,250.0,Bonds - CHF Foreign,CHF,0.0,0.0,50000,95.55,95.8,55.0,0.2613,95.75,20230619.0,,,,,0,0,0.0,0.0,Jersey,Misc. services,Bond,1,1,,,,,,,,,,,BBB+,,BBB+,Foreign,2022-09-10,0.2751388888888889,96.02513888888889
0.35 KSBADEN 21-36,CH1131931284,78.0,0.35,Kantonsspital Baden,KSB21,113193128,2.601,12.897,20210930,13.33,30.09.2036,125.0,Bonds - CHF Domestic,CHF,0.0,0.0,20000,75,-Market,0.0,0.0,78.0,20230323.0,,,,,0,0,0.0,0.0,Switzerland,Misc. services,Bond,1,1,,Kantonsspital Baden,,,AA-,Ja,,,,,,,AA-,Domestic,2022-09-30,0.2556944444444444,78.25569444444444
0.35 KT BE 19-34,CH0419041154,86.2,0.35,Kanton Bern,BE19,41904115,1.832,10.673,20190508,10.94,08.05.2034,200.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,85.7,86.9,205.0,1.3905,86.2,20230613.0,,,,,0,0,0.0,0.0,Switzerland,"Regions, Cantons, Provinces, etc.",Bond,1,1,,Kanton Bern,,,AA,Ja,,,,,,,AA,Domestic,2023-05-08,0.041805555555555554,86.24180555555556
0.35 KT NE 20-50,CH0551990705,69.05,0.35,"Neuenburg, Kanton",NE20,55199070,1.95,25.384,20200714,27.12,14.07.2050,100.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,66.95,71.25,100.0,6.2229,69.05,20210929.0,,,,,0,0,0.0,0.0,Switzerland,"Regions, Cantons, Provinces, etc.",Bond,1,1,,"Neuenburg, Kanton",,,A+,Ja,,,,,,,A+,Domestic,2022-07-14,0.33152777777777775,69.38152777777778
0.35 LANDOE 15-23,CH0296231951,99.72,0.35,Land Niederösterreich,NOE151,29623195,,,20150922,,22.09.2023,170.0,Bonds - CHF Foreign,CHF,0.0,0.0,200000,99.63,99.74,250.0,0.1103,99.72,20230515.0,,,,,0,0,0.0,0.0,Austria,Countries,Bond,1,1,,,,,,,,,,,,,,Foreign,2022-09-22,0.2634722222222222,99.98347222222222
0.35 LAU 20-32,CH0550413378,87.9,0.35,"Lausanne, Stadt",LAU20,55041337,1.983,8.873,20200706,9.1,06.07.2032,100.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,86.8,88.1,100.0,1.4866,87.9,20230321.0,,,,,0,0,0.0,0.0,Switzerland,Communities & Cities,Bond,1,1,,"Lausanne, Stadt",,,A+,Ja,,,,,,,A+,Domestic,2022-07-06,0.3393055555555555,88.23930555555556
0.35 LONZA 20-26,CH0564642061,94.8,0.35,Lonza Swiss Finanz AG,LON201,56464206,2.083,3.234,20200922,3.31,22.09.2026,150.0,Bonds - CHF Domestic,CHF,-0.05,-0.05,30000,94.7,95.9,195.0,1.2592,94.85,20230620.0,101309.907,94.8,94.8,94.8,645000,0,611460.0,611460.0,Switzerland,"Chemicals, Pharma",Bond,1,1,,Lonza Swiss Finanz AG,,,BBB+,Nein,,,,,,,BBB+,Domestic,2022-09-22,0.2634722222222222,95.06347222222222
0.35 LU KB 18-27,CH0399611307,94.6,0.35,Luzerner Kantonalbank AG,LUK18,39961130,2.131,3.603,20180205,3.68,05.02.2027,475.0,Bonds - CHF Domestic,CHF,0.0,0.0,50000,93.95,94.65,100.0,0.7423,94.6,20230613.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Luzerner Kantonalbank AG,,,AA+,Nein,,,,,,,AA+,Domestic,2023-02-05,0.13124999999999998,94.73124999999999
0.35 MHB 18-23,CH0409938120,99.2,0.35,Münchener Hypo,MUN18,40993812,,,20180503,,12.12.2023,120.0,Bonds - CHF Foreign,CHF,0.0,0.0,50000,99.17,99.28,50.0,0.1109,99.2,20230614.0,,,,,0,0,0.0,0.0,Germany,Banks,Bond,1,1,,,,,,,,,,,,,,Foreign,2022-12-12,0.1847222222222222,99.38472222222222
0.35 PZ S544 22-27,CH1148728251,93.96,0.35,Pfandbriefzentrale,PZ544,114872825,2.019,4.08,20220302,4.17,02.08.2027,448.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,93.53,93.96,100.0,0.4587,93.96,20230602.0,,,,,0,0,0.0,0.0,Switzerland,Mortgage institutes,Swiss Pfandbriefe,1,1,,Pfandbriefzentrale,Aaa,,AAA,Nein,,,,,,,AAA,Domestic,2022-08-02,0.31305555555555553,94.27305555555554
0.35 RAI 18-24,CH0400971617,98.82,0.35,Raiffeisen,RAI18,40097161,,,20180216,,16.02.2024,400.0,Bonds - CHF Domestic,CHF,0.0,0.0,25000,98.83,98.96,125.0,0.1315,98.82,20230616.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Raiffeisen,A3,,A,Ja,,,,,,,A,Domestic,2023-02-16,0.12055555555555554,98.94055555555555
0.35 SG KB 19-28,CH0457723549,92.75,0.35,St.Galler Kantonalbank AG,SGK19,45772354,2.139,4.558,20190124,4.65,24.01.2028,275.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,92.3,92.8,50.0,0.5402,92.75,20230614.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,St.Galler Kantonalbank AG,Aa2,,AA+,Ja,,,,,,,AA+,Domestic,2023-01-24,0.14291666666666666,92.89291666666666
0.35 SG KB 22-31,CH0522158978,87.5,0.35,St.Galler Kantonalbank AG,SGK022,52215897,2.111,7.974,20220131,8.16,31.07.2031,310.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,87.1,88.05,100.0,1.0848,87.5,20230616.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,St.Galler Kantonalbank AG,Aa2,,AA+,Ja,,,,,,,AA+,Domestic,2022-07-31,0.315,87.815
0.35 SLH 19-29,CH0461238914,91.55,0.35,Swiss Life Holding AG,SLH191,46123891,2.035,5.656,20191206,5.76,06.03.2029,150.0,Bonds - CHF Domestic,CHF,0.0,0.0,35000,91.05,93.5,25.0,2.6551,91.55,20230615.0,,,,,0,0,0.0,0.0,Switzerland,Insurances,Bond,1,1,Green Bond,Swiss Life Holding AG,,,A-,Ja,,,,,,,A-,Domestic,2023-03-06,0.10305555555555555,91.65305555555555
0.35 SWCC211 21-24,CH1118483663,97.5,0.35,Swiss CC Issuance 21-1,SCC21,111848366,2.96,0.986,20210615,1.04,15.06.2024,190.0,Bonds - CHF Domestic,CHF,0.0,0.0,85000,97.5,98.89,40.0,1.4156,97.5,20230619.0,,,,,0,0,0.0,0.0,Switzerland,Misc. services,Asset backed security,1,1,,,,,,,,,,,,,,Domestic,2023-06-15,0.00486111111111111,97.50486111111111
0.35 WKB 18-27,CH0398633336,93.6,0.35,Walliser Kantonalbank,WKB18,39863333,2.248,4.177,20180907,4.27,07.09.2027,150.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,92.5,-Market,0.0,0.0,93.6,20230525.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Walliser Kantonalbank,,,AA-,Ja,,,,,,,AA-,Domestic,2022-09-07,0.2780555555555555,93.87805555555555
0.362 BONZEA 21-29,CH1148308740,87.0,0.362,Bank of New Zealand,BNZ01,114830874,2.666,6.4,20211214,6.54,14.12.2029,200.0,Bonds - CHF Foreign,CHF,0.0,0.0,275000,86.55,87.1,100.0,0.6335,87.0,20230607.0,,,,,0,0,0.0,0.0,New Zealand,Banks,Bond,1,1,,,,,,,,,,,A+,,A+,Foreign,2022-12-14,0.18904444444444446,87.18904444444445
0.366 BFCM 18-24,CH0407809778,97.75,0.366,Banque Fed du Crédit Mutuel,BCM18,40780977,2.316,1.302,20180410,1.36,10.10.2024,100.0,Bonds - CHF Foreign,CHF,0.0,0.0,100000,97.53,97.77,100.0,0.2458,97.75,20230612.0,,,,,0,0,0.0,0.0,France,Banks,Bond,1,1,,,,,,,,,,,A+,,A+,Foreign,2022-10-10,0.25721666666666665,98.00721666666666
